text;label
"Matt, what's the cut-off date for providing a patch?";
"br, Matt";
"*.. info.ftl might have confused you :)  Divesh";
"> I'm confused.";
"Pretty fancy.";
"Though it is still a possibility, it is pretty corner-case.";
"I think there were a mistake.";
"Of course this is debatable.";
"Of course, I have en_US for my locale.";
"For testing purposes of course...  ";
"True enough....";
"This is also true for ""ACCT"", ""MLSD"", ""OPTS"" and ""REIN""";
"That is not true.";
"Default is true.";
"Therefore Visa.matches() will now return ""true"" for Mastercards, too.";
"Yes, that's true.";
"True.";
"Definitely true!";
"Pull it back in if you think different.";
"But that's of course completely unrelated to your patch.";
"duplication of such a small amount of trivial code is far less evil than yet another dependency.";
"This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?";
"HttpClient stock code is JDK 1.2 compatible (hell 1.2 is old).";
"The first step is of course selling us through our site.";
"Brandon's pretty confident, but I'd rather not cram it into a minor release just in case there's something we missed.  ";
"I encounter the same NullPointerException in the 4.1.0 source code release, but currently I don't have a git 4.1 environment to verify it.";
"Matt, are you still working on this?";
"But in any case, please keep things simple and stupid :)  ";
"James, I think it is time to do some of the tasks that you have outlined and I'm willing to do the work.";
"I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!";
"Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true.";
"Please do not forget about adding the ASL header to all new classes.";
"Matt";
"Matt";
"I will take this into account of course.";
"Ah of course.";
"Are there other parts of your app that interact with or manipulate the ""course"" bean or its ""labKits"" collection?";
"The name for all of them was thus pretty obvious, except for engine.evaluate(...) and #evaluate(...).";
"Must have been confused.";
"Of course, that would be a separate bug...";
"Of course, I meant 2.1.8 beta, not 2.1.8 dev.";
"This seems backward to me (but of course I'm no expert in this area).";
"Specially the framework.";
"This may fit for Pregel, but not for our Framework, since our communication is much more expensive.";
"Patch is pretty trivial, but gives +15% on MT/SerialBench on 2-core Core2.";
"OK, works for me.";
"Please re-open if I'm confused.";
"I must admit I'm a little confused by this one.";
"You mixing fd and HostComparator confused me.";
"Otherwise the HTable and the HConnection will get very confused.";
"Of course, there is no NotNullException.";
"of course, it could be built on the fly...";
"Of course, this only applies if someone where to finish 831 and it where accepted...";
"Of course if you're writing your own serializer, it's your responsiblity to deal  with this appropriately.";
"After a while that .api package will get pretty crowded too.";
"I will post a new patch pretty soon.";
"Framework translations in rev 701679. ";
"How about a slightly different take?";
"Damn copy/paste programming.";
"Pretty impressive.";
"If so, that's a pretty bad admin experience.";
"It seems pretty reliable.";
"I think the ability to hotswap a valve or even an entire pipeline, real-time is pretty damn kewl!  ";
"Well, your static analysis seems pretty persuasive to me.";
"What mocking framework should be used for the webui?";
"The framework is incomplete without it.";
"In revision 1064741, the framework is functional and activated for the enhancer.";
"At least it was intuitive for me, and I am pretty new to all this.";
"Is there a way to stop the hbase with the regionserver dead?";
"If I am not wrong, the follower that is stuck never accepts the leadership of the Leader in the ensemble, because it is an established ensemble and it sees no quorum in it.";
"The 0.95 branch is dead and defunct.";
"I'm assuming it's bytes since the variables are named 'buf', as opposed to the 'str' names used in the protocol APIs, but want to double-check.";
"But I didn't get any memory errors.";
"It was confusing for me too.";
"Hmmm... confusing.";
"Doing things based on an organizationPartyId associated with the user is BAD BAD BAD, and basically kills the multi-organization support in OFBiz.";
"I deleted the original attached files because they contain company informations that I'm not allowed to disclose.";
"So I'm totally +1 for the HBASE-8723 patch.";
"The verification of state over in timeout monitor before acting is another aspect?";
"The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time).";
"Too late I'm away to bed and have lost concentration.";
"Converting to a double[ ] is where the precision is lost.";
"And PayloadTermQuery lost an ""if (includeSpanScore)""?";
"I'll have to bisect the revision since when it is broken and this could take some time.";
"The CDE is using the base UIMA framework to get the metadata.";
"However I'd be interested if later, this functionality can also be used by ServiceMix, i.e.";
"It's named .gitignore which may be confusing.";
"The original replica of RUR may in finalized state.";
"I just noticed that!)";
"volatile prevents the variables from being cached in the registers and creates a memory barrier, so that's not that surprising to see an impact on the performances.";
"The Felix framework does not support exporting/importing the default package.";
"Yep my bad too - I didn't look and was just guessing at what the problem was.";
"- the computedHashCode() didn't use the a single ""qualifier"", now it does.";
"Even during the full-blown ""validation"" of the descriptors (done just before ""saving""), the CDE is invoking the base UIMA framework in  special mode to prevent instantiation.";
"Move startTime from DecommingStatus to DatanodeDescriptor so startTime could be used to represent either decommissioning or dead start time; 2.";
"once this error occurs, the route cannot be used any more.";
"However controller passing live brokers minus shutting down brokers as live leaders in the LeaderAndIsrRequest sounds like a premature optimization and a bug.";
"The memory stream transformation core-dump was the same case (rb_tree - erase).";
"However, the statement still performs a full scan of SUMMA_RECORDS, which sounds sub-optimal.";
"> Actually I just noticed something when trying to commit.";
"Wicket 6 now features an experimental module that integrates the Atmosphere framework (wicket-atmosphere).";
"Then the algorithm gets lost as it did not expect this discontinuity.";
"A single table could be made up of many thousands even hundreds of thousands of regions?";
"bq.In order to maintain different states at which we are in while creating table should we go for a special node under the table znode or can we add new states to the existing table states like (DISABLING, ENABLING, DISABLED etc) IMO go with separate node.";
"Some further bug tracing shows that pdfbox' RandomAccessBuffer is responsible for the Out of Memory error.";
"#2 wontbe so bad... filters are pretty deep and will be just as efficient as hacking scan query Matcher I think.";
"Maybe you want to do shuffle in this way: Firstly, copying remote map outputs and store the shuffled segments into memory as usual.";
"The outer read can continue for a much longer period of time.";
"The fix is only disabled on releases prior to 10.8.2, on the assumption that the fix gets into the upcoming 10.8.2 release.";
"Note that I wouldn't be totally opposed on adding additional support for the dot notation on inserts (provided all fields are indeed given) for symmetry/convenience.";
"I don't know that there's an alternative that would be less invasive than reverse logical time.";
"I don't quite see why the attached implementation would do more heap operations, but I agree that it could be slower due to lengthier/more complex loops, a few more if statements etc.";
"So what this patch does is totally revamps the makefiles for erlang.";
"If I get to this first I will make the ""frameworks"" fix as well.";
"Show time since declared as dead on the deadnode web UI.";
"just after the event) is the opposite of the sign just before the event.";
"The times will be grep'ed and used for inspection in Excel.";
"Unfortunately, the xml parser in use is event based, in the wrong direction(push instead of pull), so the bulk of the change is flipping that around.";
"2) The ZKVersion used in the <topic,region> map is used to guard against the case different hub-server use the map at the same time (or interleaved).";
"html/ext/HtmlInputHiddenTag.java is pretty simple, all of the functionality is in its base class. ";
"Do you have a different desired text change, or is it dead?";
"gcc 4.3.1 is out since June 2008, so the workaround is no longer needed.";
"The KahaDBStore.getDestinations() method looks as though it would be pretty heavy, performance wise.";
"Tag is documented and demo'd, but does need a Facelets tag.";
"I would rather state that most Java libraries *do* care about Maven.";
"Shouldn't it have looked at fstime across the directories, seen dir2's higher fstime, and used that one?";
"> The modified test (below) gets stuck in an infinite loop  Your test is buggy.";
"I have tried using Snappy{Input/Output}Stream and they don't work (it just throws EOFException in the middle of the transfer) and causes stream to retry.";
"this is IMO a regression since i am pretty sure it used to throw an InvalidItemStateException in the past.";
"I'll take a look at where the framework should call it.";
"Similarly, one can use the overview of FD:OCA below and the introductory section of its respective volume and only ** refer to the details of the FD:OCA constructs as needed during implementation.""";
"Didn't see the selector the first time round.";
"This is pretty interesting.";
"Doh!";
"We do not use a framework.";
"doh fixed braces";
"I will appreciate if anyone knows of a way of doing that in junit framework.  ";
"If you are stuck with solr 4.0 alpha, here's a patch which may work. ";
"This patch also adds the new resource emulation framework to GridMix.";
"We need verify all the links and buttons in console to ensure the fix.";
"avro-mapred -- we might end up with avro-mapreduce as well for the newer api, so I stuck with the package name of the hadoop api. ";
"Sounds reasonable.";
"This sounds reasonable to me.";
"Content-wise the only part that stuck out to me was the inclusion of the many exceptions that users  will never see.";
"It's unfortunate that there's a lot of code duplication, but it might be best that way.";
"Sounds reasonable to me given it's a standalone (debug) utility.";
"It is a little weird since the multi-core aspect would only be usable programatically, but that will make it possible to easily bat around a 'core manager' and http design.";
"Can't be avoided though given what is going on here.       ";
"Pretty much the same stack trace.";
"I don't want to pull the whole patch though.";
"However, the NPE in the framework is still an issue even if it happens when there is a ""user error"".";
"Moreover, there must be something going wrong in relation to the SPO index, an exception is thrown:  ERROR **** Not the root: 11264 com.hp.hpl.jena.tdb.index.bplustree.BPTreeException 	at com.hp.hpl.jena.tdb.index.bplustree.BPlusTreeRewriter.packIntoBPlusTree(BPlusTreeRewriter.java:78) 	at com.hp.hpl.jena.tdb.store.bulkloader2.CmdTDBLoader2.createBPlusTreeIndex(CmdTDBLoader2.java:224) 	at com.hp.hpl.jena.tdb.store.bulkloader2.CmdTDBLoader2.exec(CmdTDBLoader2.java:166) 	at arq.cmdline.CmdMain.mainMethod(CmdMain.java:85) 	at arq.cmdline.CmdMain.mainRun(CmdMain.java:47) 	at arq.cmdline.CmdMain.mainRun(CmdMain.java:34) 	at com.hp.hpl.jena.tdb.store.bulkloader2.CmdTDBLoader2.main(CmdTDBLoader2.java:95)  I don't see why, at the moment.";
"Back-compat Lucene-style and agile design aren't something that marries well.";
"We are currently stuck with this issue?";
"Specifically the existing framework only lets us plug-in custom compress/decompress 'streams' (e.g.";
"If you really don't want such a link, you could always hide it with CSS.  ";
"DROP INDEX <INDEX_NAME>  making this the only option right now would suck because we don't auto-generate an index name when none is provided.";
"There are just too many checks there, that Click is not using, and we can't just use them all (many don't make sense to Click at all) :).";
"I'm not against fixing the CS, I just want to ensure we do the 'right' fix.";
"That's why, I'm going to use easymock as SMSC simulator.";
"Downgrading this as it is probably user error (rather than an explicit bug in the framework).";
"This was fixed Cassandra-side for 2.0 in CASSANDRA-5702 but the fix was pretty heavyweight and backporting to 1.2.x is not an option.";
"#NAME?";
"Nothing stops a slightly evil user to use a NoLock to wreak havoc in the index.";
"I pretty much have this working.";
"Please use git diff to generate patch, because I can't easily apply git patch on a svn tree.";
"Does that sound like a reasonable plan going forward?";
"I won't intrude on the design discussion, sounds good.";
"It can't have been this way always?";
"Fixed using the new injection framework and xwork configuration design.";
"Patrick,  I can't manage to reproduce this error.";
"Otherwise we would be storing the bytes-per-checksum field but not actually using it, which would be really confusing.";
"if it gets started at all.";
"[~jbellis] The weird thing is that although *newSSTables.size() != newSSTablesSize* the assertion doesn't actually cause an error, so no stack trace, but swapping the assertion (as shown below) yields the stack trace below.";
"J-D gave my patch a review and said fine except for some line-lengths which I've fixed.";
"To be quite blunt guys, your log4net logger methods smell bad.";
"We've been passing builds pretty regular now so if this a problem it should start showing prominently.";
"You just need to remember to put the expected first in the assertion or it gets confusing";
"That can't be expressed with a static suffix, but it's easily expressed with a regex.";
"I'm not sure this can't be achieved without messing with IR/W guts so much.";
"2.8.0 is no longer supported so even if there is a bug, it won't be fixed in 2.x.y release series.";
"In TestCliDriver, create_view.q and udaf_percentile_approx.q are two weird queries.";
"By passing in the section name {{null}} the content of the global section can be retrieved.";
"I would have checked it in directly, but there were some aspects  that I didn't care for but couldn't seem to get around.";
"Submit a patch and I'll play with it.";
"Please play around with it.";
"But I'd have to play with it some to see for certain.";
"This is to say, that we've a pretty good coverage of IDC ""keyref"" use cases.";
"After moving it to a local disk I can't reproduce it anymore.";
"click the subversion commits tab.";
"I just realized I never really explained the original problem that led me to making these fixes.";
"So this is by design.";
"We can borrow some design techniques etc.";
"+1 For this new design.";
"I don't know what Lucene's position is on Maven, but am interested pursuing whatever makes sense.";
"Marcus, that sounds sensible.";
"I think MINA is more of a 'server framework' rather than an 'NIO framework'.. it is so close to being both.";
"Perhaps this should be item #0, decide whether we want to work with Maven or Gradle.";
"All other log frameworks do this)";
"Is there a way to fetch a pull request?";
"Please pull it up to the release branch.Thank you!";
"Will pull that into the 2.0.4-alpha branch.";
"Maybe something silly is going one.";
"For the first part, I got stuck on two points.";
"You really shouldn't call one without the other.";
"filtering hooked up through Solr already and it would be dead simple to bring in here, too, but it would fit nicely in this framework.";
"Every framework will benefit from that!";
"* Framework for JMS, db access can be reused.";
":org.osgi.compendium-1.0.1artifact and felix-1.0.4 framework";
"CFS.gRS is a pretty thin layer over RowIterator.";
"this pretty much explains the three imports. ";
"It is pretty close to what you are proposing.";
"Oh and not to forget.";
"Jerermy is the sole subscriber/moderator and can take care of adding other subs.";
"Pretty much every deserialization error shows up as an IOException.";
"Are you planning on doing this (or already have done this), or would you like me to do it?  ";
"Doug, you defined: +public interface NamenodeProtocols +  extends ClientProtocol, +          DatanodeProtocol, +          NamenodeProtocol, +          RefreshAuthorizationPolicyProtocol, +          RefreshUserToGroupMappingsProtocol { ...}  Will this prevent us from putting the DatanodeProtocol in a different port?";
"But would there be other cases that the writer stuck for different reasons?";
"However, given the factored out code is pretty trivial I decided to duplicate it in favour of not adding another set of classes along with the additional complexity introduced (e.g.";
"There is a single directory, ~apbackup/remotelybackedup, and anything symlinked to there gets backed up, as documented in the README.";
"Jeremy, are you still planning to take a stab at this?";
"Nothing gets broken, but we have one more step towards framework independence.";
"We won't find the same group in a different segment.";
"Will commit in a few days (to the heavy committing branch) if no one objects. ";
"This patch takes care of the nocommits in the previous patch.";
"I'll take care of this.";
"is anybody taking care of this?";
"There's a TODO which I'll take care of before merging to 4x (there are other renames too).";
"That would take care of most cases.";
"Yet, now one must care for the relative ordering in between both icons, too.";
"And it also will add a lot of complexity to the framework development/maintenance.   ";
"Adding a different patch.";
"However, if the implementation of next is not capable of handling bad records, then it is most likely going to throw an exception, and, the proposal in this jira for handling bad input starts with that assumption.";
"I imagine that if 7-Zip can do this decryption then the encryption mechanism I seek is not forbidden by licensing restrictions.";
"Also, I won't give you a patch next time, but just the whole new TestTransSystem.";
"That said, I had to do something similar in configurators, and I did this by adding wrappers to the getInitParameter.";
"Therefore, it can no longer be used.";
"We have different disk sizes on our DNs.";
"I don't have a problem with a non-component directory in the framework.";
"Patch that changes progress computation to use position in input stream.";
"I do have a patch, but unfortunately I am not a position to sign the CLA.";
"The same exception happens the I forget to sign my jars.";
"The squeeky wheel gets oiled!";
"This is where the bus gets over lapped.";
"OK  The problem is that the o.a.f.bundlerepository doesn't cares about R3 or R4 bundles.";
"Somehow I forget to move that from SOLR-2524, but it is in the updated patch now.";
"Closest example that I can recall were questions about ""The Software shall be used for Good, not Evil"" clause from the JSON License.";
"I am planning on doing a round-robin assignment for each partition.";
"all the key and column name comparisons should be case insensitive (and we force keyAlias to be ascii, so you don't need to worry about it being some weird bytes stuff).";
"@Paul  Forget the previous patch, it added unneeded complexity for parsing and dealing with multivalue (line) ini file  config parameters.";
"Fixed by updating to the new frameworks bridge 1.0.1-dev.";
"{noformat} set-net-2.0-framework-configuration:   [property] Target framework changed to ""Microsoft .NET Framework 2.0"".";
"USE WITH CARE!";
"Beware all ye who venture here: the sea of XSLT is deep and wide and unforgiving.";
":)  > except at much worse performance.";
"What's weird is that this  class is in Cocoon's normal classpath.";
"* This is needed since the MappingTool fails if it gets non-persistent capable classes.";
"This might fix broken hudson on trunk";
"Adding directories to removedStorageDirs in original patch is already in branch-1.";
"The source of this problem is master and slave allowing frameworks to register with IDs already used by completed frameworks.";
"This is introduced by API performance refactoring, the intent is to generate the same response object for both listxxx api and other apis related to the same entity.";
"There may perhaps be some way to use Windows file-locking as a signalling mechanism here.";
"Alternatively, we could build a variation avro-ipc.jar that shades in avro.jar that could be the smallest unit for OSGi.";
"Actually, let's just fix the issue you discovered here.";
"we don't have an agreement that it should be active";
"I'm just throwing it out there.";
"I agree with Sami that this should be contributed to Tika and that we delegate the language identification handling in Nutch to Tika, just as we are doing or planning to for the MimeType and the parsing ";
"Also I looked at first corrupted database that I posted  and found the corruption in the  index TEST1_IDX_INDCOL2.";
"I could not find any documented limits but if I missed them somewhere I will gladly put them in.";
"However, I doubt that the same is true for MapContext because it is just a wrapper around a HashMap.";
"There is no RPC stuck but a lot of ""Connection reset by peer"".";
"With hampered performance of sstableloader after 1.0, its made the things very difficult for us.";
"I have retested it and I figured out that I have posted the wrong parameters in the bug description.";
"I fixed some bad markup in r1392857 but I can see the error afterwards on the neko stuff.";
"The thing about backwards-compatibility hacks is you tend to get stuck with them.";
"This is part of making Oak OSGi-friendly";
"However, I'm not a lawyer.";
"It seems to be adding new 'functionality' to coprocessors.";
"Adding sleeps solves it.";
"We're adding endpoint as a new datatype?";
"Not  ideal, but not too bad ;)";
"Trunk for patch, pretty much.";
"That'll be pretty awesome to have for 0.6.0";
"+/** + * This class is a refactoring wrapper around the shared + * JDBC40Translation class.";
"Also I'm slightly confused by your description because in section 5.8 of the spec it says that members of code_handler_class_RCN can be null.";
"Since I screwed up the commit, we voted 2.1.7 down and are working to get 2.1.8 out pretty quickly.";
"A user looking at the set of changes won't care :)";
"Or did you see some other errors or bad weinre behaviour?";
"Typical POST then DOH moment.";
"I'll see if I can find a way; our systems are pretty constrained in that dimension.  ";
"I think that would be the cleanest solution to prevent bad behaviour with wrong codecs?";
"Perhaps it would be easier to make ClobLocatorInputStream a wrapper around ClobLocatorReader, and ClobLocatorOutputStream a wrapper around ClobLocatorWriter?";
"I like having consistent indenting, but now it is really hard to see the diffs, and it gets confusing.";
"> Ideally we would move to NIO framework like netty, but that would much larger effort.";
"Once all the chunks have been uploaded, the Upload Framework can returned a combined file.";
"You don't see '>' replaced because that's not required in this case (though some frameworks do it anyway).";
"Making a blocker.";
"I've reverted this for the moment.";
"and at the moment we dont have that yet.";
"Maybe we're stuck with it until log4j fixes its dependencies? ";
